id,english,es,cefr_level,pos,frequency_1to10
ostra_noun,oyster,ostra,B1,noun,7
OTAN_noun,NATO,OTAN,B1,noun,6
otoño_noun,autumn/fall,otoño,A1,noun,6
otra_cosa_phrase,something different,otra cosa,B1,phrase,3
otra_vez_phrase,again,otra vez,B1,phrase,3
otro_adjective,other/another,otro,A1,adjective,2
ovalado_adjective,oval,ovalado,B1,adjective,7
oveja_noun,sheep,oveja,A1,noun,6
ovni_noun,flying saucer,ovni,B1,noun,8
oxidación_noun,oxidation,oxidación,B2,noun,8
oxidado_adjective,rusty,oxidado,B2,adjective,7
oxitocina_noun,oxytocin,oxitocina,B2,noun,9
oído_noun,inner ear,oído,A2,noun,6
oír_verb,to hear,oír,A1,verb,4
pa_noun,Dad,pa,A2,noun,5
paciencia_noun,patience,paciencia,B1,noun,6
paciente_adjective,patient,paciente,A2,adjective,5
pactar_verb,to agree,pactar,B2,verb,5
pacto_noun,pact,pacto,B1,noun,7
pacífico_adjective,Pacific,pacífico,A2,adjective,5
padecer_verb,to suffer,padecer,B1,verb,6
padrastro_noun,stepfather,padrastro,B1,noun,8
padre_noun,father,padre,A1,noun,4
padres_noun,parents,padres,A1,noun,4
padrino_noun,godfather,padrino,A2,noun,8
paella_noun,paella,paella,A1,noun,9
pagar_verb,to pay,pagar,A1,verb,4
paisaje_noun,landscape,paisaje,A2,noun,6
pajarita_noun,bow tie,pajarita,B1,noun,6
pala_noun,shovel,pala,B1,noun,7
palabra_noun,word,palabra,A1,noun,4
palacio_noun,palace,palacio,A2,noun,6
palangana_noun,basin,palangana,B2,noun,6
paleontología_noun,paleontology,paleontología,B2,noun,9
paleta_noun,palette,paleta,B2,noun,7
paleta_de_colores_noun,color palette,paleta de colores,B1,noun,7
palmada_noun,pat,palmada,B1,noun,6
palo_de_golf_noun,golf club,palo de golf,B1,noun,5
paloma_noun,dove,paloma,A2,noun,7
palomitas_noun,popcorn,palomitas,A2,noun,7
palomitas_de_maíz_phrase,popcorn,palomitas de maíz,B1,phrase,7
palpitación_noun,palpitation,palpitación,B2,noun,10
pan_noun,bread,pan,A1,noun,5
panadero_noun,baker,panadero,A2,noun,6
panadería_noun,bakery,panadería,B1,noun,7
panal_noun,honeycomb,panal,B2,noun,9
pancarta_noun,placard,pancarta,B1,noun,9
panel_solar_noun,solar panel,panel solar,B1,noun,5
panera_noun,bread basket,panera,A2,noun,6
panes_noun,bread,panes,A2,noun,5
panificadora_noun,bread maker,panificadora,B1,noun,6
pantalla_noun,screen,pantalla,A2,noun,5
pantalla_de_inicio_noun,home screen,pantalla de inicio,B1,noun,5
pantalla_táctil_noun,touchscreen,pantalla táctil,B1,noun,8
pantalones_cortos_phrase,shorts,pantalones cortos,B1,phrase,6
pantalon_noun,pants,pantalón,A1,noun,6
pantano_noun,swamp,pantano,B1,noun,7
pantanoso_adjective,swampy,pantanoso,B2,adjective,9
pantorrilla_noun,calf,pantorrilla,B1,noun,7
pantufla_noun,slipper,pantufla,B1,noun,8
papa_noun,pope,papa,B1,noun,6
papaya_noun,papaya,papaya,B1,noun,9
papel_noun,paper,papel,A1,noun,4
papel_de_aluminio_noun,foil,papel de aluminio,A2,noun,7
papel_higiénico_phrase,toilet paper,papel higiénico,B1,phrase,6
papeleo_noun,paperwork,papeleo,B1,noun,7
papelería_noun,stationery shop,papelería,B1,noun,8
papiroflexia_noun,paper folding,papiroflexia,B2,noun,7
papá_noun,dad,papá,A1,noun,5
paquete_noun,package,paquete,A2,noun,6
paquete_de_datos_noun,data plan,paquete de datos,B1,noun,4
par_noun,pair,par,A2,noun,5
para_preposition,for/to,para,A1,preposition,1
para_colmo_phrase,on top of everything,para colmo,B1,phrase,3
para_ella_phrase,in her opinion,para ella,B1,phrase,5
para_llevar_phrase,takeout,para llevar,B1,phrase,9
para_mejor_phrase,for the better,para mejor,B1,phrase,3
para_nada_adverb,not at all,para nada,A2,adverb,2
para_que_conjunction,so that,para que,B1,conjunction,2
para_siempre_phrase,forever,para siempre,B1,phrase,5
para_siempre_jamás_adverb,forever and ever,para siempre jamás,B1,adverb,5
para_él_phrase,in his opinion,para él,B1,phrase,5
parabrisas_noun,windshield,parabrisas,A2,noun,8
parada_noun,stop,parada,A2,noun,3
parada_de_autobús_noun,bus stop,parada de autobús,A1,noun,5
paradigmático_adjective,paradigmatic,paradigmático,B2,adjective,9
paradójicamente_adverb,paradoxically,paradójicamente,B2,adverb,9
paraguas_noun,umbrella,paraguas,B2,noun,7
paralelo_adjective,parallel,paralelo,B2,adjective,6
paralimpiada_noun,Paralympics,paralimpiada,B2,noun,8
paralizar_verb,to paralyze,paralizar,B2,verb,9
paralítico_adjective,paralyzed,paralítico,B2,adjective,8
paramédico_noun,paramedic,paramédico,B2,noun,8
parapente_noun,paragliding,parapente,B2,noun,9
parar_verb,to stop,parar,A2,verb,3
parasitismo_noun,parasitism,parasitismo,B2,noun,9
paraíso_noun,paradise,paraíso,B1,noun,6
paraíso_fiscal_noun,tax haven,paraíso fiscal,B2,noun,6
parchís_noun,Parcheesi,parchís,B1,noun,10
parcial_adjective,partial,parcial,A2,adjective,6
parece_que_phrase,sounds like,parece que,B1,phrase,5
parecer_verb,to seem,parecer,A2,verb,4
parecido_adjective,similar,parecido,A2,adjective,4
pared_noun,wall,pared,A2,noun,4
pareja_noun,couple/partner,pareja,A2,noun,4
paridad_noun,parity,paridad,B2,noun,8
pariente_noun,relative,pariente,B1,noun,6
parkinson_noun,Parkinson's disease,parkinson,B2,noun,8
parlamento_noun,parliament,parlamento,B1,noun,5
parpadeo_noun,blink,parpadeo,B2,noun,7
parque_noun,park,parque,A1,noun,4
parque_acuático_noun,water park,parque acuático,B1,noun,4
parque_de_atracciones_phrase,amusement park,parque de atracciones,B1,phrase,7
parque_de_diversiones_phrase,amusement park,parque de diversiones,B1,phrase,7
parque_eólico_noun,wind farm,parque eólico,B1,noun,5
parque_infantil_noun,playground,parque infantil,A2,noun,7
parque_nacional_noun,national park,parque nacional,B1,noun,4
parque_solar_noun,solar farm,parque solar,B1,noun,5
parque_temático_noun,theme park,parque temático,B1,noun,5
parricidio_noun,patricide,parricidio,B2,noun,10
parrilla_noun,grill,parrilla,B1,noun,7
parte_noun,part,parte,A1,noun,3
participante_noun,competitor,participante,B1,noun,7
participar_verb,to participate,participar,B1,verb,6
participativo_adjective,participatory,participativo,B2,adjective,8
particular_adjective,particular,particular,A2,adjective,4
particularmente_adverb,particularly,particularmente,A2,adverb,5
partida_noun,departure,partida,A2,noun,6
partida_de_nacimiento_noun,birth certificate,partida de nacimiento,B1,noun,6
partido_noun,game/match,partido,A2,noun,3
partido_de_vuelta_noun,return leg,partido de vuelta,B1,noun,5
partitura_noun,sheet music,partitura,B1,noun,6
parto_noun,childbirth,parto,B1,noun,8
parvulario_noun,kindergarten,parvulario,A2,noun,7
parábola_noun,parable,parábola,B2,noun,8
parásito_noun,parasite,parásito,B2,noun,7
parónimo_noun,paronym,parónimo,B2,noun,10
pasadizo_noun,passage,pasadizo,B2,noun,6
pasado_adjective,past,pasado,A2,adjective,4
pasado_de_moda_phrase,old-fashioned,pasado de moda,B1,phrase,7
pasado_mañana_phrase,day after tomorrow,pasado mañana,B1,phrase,4
pasaje_noun,ticket/passage,pasaje,A2,noun,5
pasajero_noun,passenger,pasajero,A2,noun,6
pasante_noun,intern,pasante,B1,noun,7
pasaporte_noun,passport,pasaporte,A2,noun,6
pasaportes_noun,passports,pasaportes,B1,noun,7
pasar_verb,to pass/happen,pasar,A1,verb,4
pasar_a_phrase,move on to,pasar a,B1,phrase,4
pasar_el_rato_phrase,hang out,pasar el rato,B1,phrase,5
pasar_por_phrase,stop by,pasar por,B1,phrase,3
pasarla_bien_phrase,have a good time,pasarla bien,B1,phrase,2
pasatiempo_noun,hobby,pasatiempo,A2,noun,7
Pascua_noun,Easter,Pascua,A2,noun,6
pasear_verb,to stroll,pasear,A2,verb,7
pasillo_noun,hallway,pasillo,A2,noun,7
pasivhaus_noun,passive house,pasivhaus,B2,noun,6
pasivo_adjective,passive,pasivo,A2,adjective,6
pasión_noun,passion,pasión,A2,noun,6
paso_a_paso_adverb,step by step,paso a paso,A2,adverb,4
paso_de_cebra_noun,crosswalk,paso de cebra,A2,noun,9
paso_peatonal_noun,pedestrian crossing,paso peatonal,A2,noun,7
paso_subterráneo_noun,underpass,paso subterráneo,B1,noun,9
pasta_noun,pasta,pasta,A1,noun,7
pasta_de_dientes_noun,toothpaste,pasta de dientes,A2,noun,8
pastel_noun,cake,pastel,A1,noun,5
pastelero_noun,pastry chef,pastelero,B1,noun,7
pastelería_noun,pastry shop,pastelería,A2,noun,7
pasteurizado_adjective,pasteurized,pasteurizado,B2,adjective,9
pastilla_noun,pill,pastilla,B1,noun,6
patada_noun,kick,patada,B1,noun,5
patata_noun,potato,patata,A1,noun,6
patente_noun,patent,patente,B2,noun,6
patinaje_noun,skating,patinaje,B1,noun,7
patinaje_sobre_hielo_noun,ice skating,patinaje sobre hielo,B1,noun,7
patineta_noun,skateboard,patineta,B1,noun,8
patinete_noun,scooter,patinete,A2,noun,7
patinete_eléctrico_noun,electric scooter,patinete eléctrico,A2,noun,7
patio_noun,patio/courtyard,patio,A2,noun,8
patio_de_juego_phrase,playground,patio de juego,B1,phrase,7
pato_noun,duck,pato,A2,noun,6
patrimonio_cultural_noun,cultural heritage,patrimonio cultural,B1,noun,6
patrocinador_noun,sponsor,patrocinador,B1,noun,6
patrocinar_verb,to sponsor,patrocinar,B1,verb,6
patrullera_noun,patrol boat,patrullera,B2,noun,6
patrón_noun,pattern,patrón,B1,noun,5
patético_adjective,pathetic,patético,B2,adjective,6
patín_noun,skate,patín,A2,noun,7
patógeno_noun,pathogen,patógeno,B2,noun,8
paulatino_adjective,gradual,paulatino,B2,adjective,7
pausar_verb,to pause,pausar,B1,verb,6
pavo_noun,turkey,pavo,A2,noun,5
pavo_real_noun,peacock,pavo real,B1,noun,8
payaso_noun,clown,payaso,A2,noun,7
paz_noun,peace,paz,A1,noun,4
pais_noun,country,país,A1,noun,4
pañal_noun,diaper,pañal,B1,noun,8
pañuelo_noun,scarf,pañuelo,B1,noun,7
pc_noun,pc,pc,A2,noun,5
peaje_noun,toll,peaje,B2,noun,6
peatonal_noun,pedestrian,peatonal,B1,noun,7
peatón_noun,pedestrian,peatón,A2,noun,7
pecar_verb,to sin,pecar,B1,verb,6
pecera_noun,fish bowl,pecera,A2,noun,5
pecho_noun,chest,pecho,A2,noun,5
peculiar_adjective,peculiar,peculiar,B2,adjective,7
pedagogía_noun,pedagogy,pedagogía,B2,noun,8
pedal_de_efectos_noun,effects pedal,pedal de efectos,B2,noun,7
pedazo_noun,piece,pedazo,A2,noun,4
pediatra_noun,pediatrician,pediatra,B2,noun,8
pedida_de_mano_noun,marriage proposal,pedida de mano,B1,noun,6
pedigree_noun,pedigree,pedigree,B2,noun,8
pedir_verb,to ask for/request,pedir,B1,verb,4
pedir_perdón_phrase,apologize,pedir perdón,B1,phrase,6
pedir_prestado_phrase,borrow,pedir prestado,A2,phrase,6
pegajoso_adjective,sticky,pegajoso,B2,adjective,7
pegamento_noun,glue,pegamento,A2,noun,7
pegar_verb,to hit/stick,pegar,A2,verb,4
pegatina_noun,sticker,pegatina,A2,noun,7
peinado_noun,hairstyle,peinado,B1,noun,8
peine_noun,comb,peine,A2,noun,7
pelador_noun,peeler,pelador,B1,noun,9
pelar_verb,to peel,pelar,A2,verb,7
pelear_verb,to fight,pelear,A2,verb,4
peligro_noun,danger,peligro,A2,noun,5
peligroso_adjective,dangerous,peligroso,A2,adjective,5
pelirrojo_noun,redhead,pelirrojo,B1,noun,8
pellizco_noun,pinch,pellizco,B2,noun,7
pelota_noun,ball,pelota,A2,noun,4
pelotari_noun,pelota player,pelotari,B2,noun,10
peluca_noun,wig,peluca,A2,noun,7
peluche_noun,stuffed toy,peluche,A2,noun,7
peluquero_noun,hairdresser,peluquero,A2,noun,8
peluquería_noun,hair salon,peluquería,B1,noun,7
pelícano_noun,pelican,pelícano,B2,noun,8
pelicula_noun,movie,película,A1,noun,4
película_de_suspenso_phrase,thriller,película de suspenso,B1,phrase,7
pena_noun,penalty/sorrow,pena,B1,noun,6
pena_de_muerte_noun,death penalty,pena de muerte,B2,noun,6
penal_noun,penalty,penal,A2,noun,6
pendiente_noun,earring,pendiente,A2,noun,8
penetrante_adjective,pungent,penetrante,B2,adjective,9
penetrar_verb,to penetrate,penetrar,B2,verb,7
penitencia_noun,penance,penitencia,B2,noun,8
pensamiento_noun,thinking,pensamiento,B1,noun,4
pensar_verb,to think,pensar,A1,verb,2
pensativo_adjective,pensive,pensativo,B2,adjective,9
pensión_alimenticia_noun,child support,pensión alimenticia,B2,noun,4
pensión_completa_noun,full board,pensión completa,B1,noun,4
pensándolo_bien_phrase,thinking about it again,pensándolo bien,B1,phrase,4
pentagrama_noun,staff,pentagrama,B2,noun,4
pentatlón_noun,pentathlon,pentatlón,B2,noun,9
pentágono_noun,pentagon,pentágono,B2,noun,7
peonza_noun,spinning top,peonza,B2,noun,7
peor_noun,worse,peor,A2,noun,5
pepino_noun,cucumber,pepino,A2,noun,8
pequeña_adjective,little,pequeña,B1,adjective,3
pequeñas_noun,little,pequeñas,B1,noun,3
pequeñito_adjective,small,pequeñito,B1,adjective,3
pequeño_adjective,small,pequeño,A1,adjective,3
pequeños_noun,little,pequeños,B1,noun,3
pera_noun,pear,pera,A2,noun,8
percebes_noun,barnacles,percebes,B2,noun,9
perchero_noun,coat rack,perchero,B1,noun,7
percibir_verb,to perceive,percibir,B2,verb,7
perdedor_noun,loser,perdedor,B1,noun,6
perder_verb,to lose,perder,A1,verb,4
perdonar_verb,to forgive,perdonar,A2,verb,6
perdone_noun,pardon me,perdone,B1,noun,7
perdon_interjection,sorry/excuse me,perdón,A1,interjection,4
perecedero_adjective,perishable,perecedero,B2,adjective,9
peregrinación_noun,pilgrimage,peregrinación,B2,noun,7
perejil_noun,parsley,perejil,B2,noun,8
perezoso_adjective,lazy,perezoso,B2,adjective,6
perfeccionismo_noun,perfectionism,perfeccionismo,B2,noun,9
perfeccionista_noun,perfectionist,perfeccionista,B1,noun,9
perfectamente_adverb,perfectly,perfectamente,B1,adverb,5
perfecto_adjective,perfect,perfecto,A2,adjective,4
performance_noun,performance art,performance,B2,noun,4
perfume_noun,perfume,perfume,A2,noun,7
perfumería_noun,perfume shop,perfumería,B1,noun,7
periferia_noun,periphery,periferia,B2,noun,8
periférico_adjective,peripheral,periférico,B2,adjective,7
periodismo_noun,journalism,periodismo,B1,noun,6
periodista_noun,journalist,periodista,A2,noun,6
periquito_noun,parakeet,periquito,A2,noun,9
perista_noun,fence,perista,B2,noun,6
periodico_noun,newspaper,periódico,A2,noun,5
perjudicar_verb,to harm,perjudicar,B2,verb,6
perjudicial_adjective,harmful,perjudicial,B2,adjective,7
perla_noun,pearl,perla,A2,noun,6
permafrost_noun,permafrost,permafrost,B2,noun,9
permanecer_verb,to remain,permanecer,B1,verb,5
permanente_adjective,permanent,permanente,B2,adjective,5
permeable_adjective,permeable,permeable,B2,adjective,9
permisivo_adjective,permissive,permisivo,B2,adjective,9
permiso_noun,permission,permiso,A2,noun,5
permiso_de_conducir_noun,driver's license,permiso de conducir,A2,noun,7
permiso_de_obra_noun,building permit,permiso de obra,B2,noun,6
permiso_de_residencia_noun,residence permit,permiso de residencia,B2,noun,6
permitido_adjective,allowed,permitido,A2,adjective,4
permitir_verb,to allow,permitir,A2,verb,4
permutación_noun,permutation,permutación,B2,noun,9
pero_conjunction,but,pero,A1,conjunction,2
perpendicular_adjective,perpendicular,perpendicular,B2,adjective,8
perrito_noun,little dog,perrito,B1,noun,4
perro_noun,dog,perro,A1,noun,4
perseguir_verb,to pursue,perseguir,B1,verb,6
perseverancia_noun,perseverance,perseverancia,B1,noun,8
perseverante_noun,determined,perseverante,B1,noun,5
persiana_noun,blind,persiana,A2,noun,5
persistir_verb,to persist,persistir,B1,verb,7
persona_noun,person,persona,A1,noun,3
personaje_noun,character,personaje,A2,noun,4
personaje_secundario_noun,secondary character,personaje secundario,B1,noun,5
personal_noun,staff,personal,B1,noun,4
personalidad_noun,personality,personalidad,B1,noun,5
personalmente_adverb,personally,personalmente,A2,adverb,5
personas_noun,people,personas,B1,noun,2
personificación_noun,personification,personificación,B2,noun,9
perspectiva_noun,perspective,perspectiva,B1,noun,5
perspectiva_de_género_noun,gender perspective,perspectiva de género,B2,noun,5
perspicaz_adjective,perceptive,perspicaz,B2,adjective,9
persuadir_verb,to persuade,persuadir,A2,verb,7
pertenecer_verb,to belong,pertenecer,B1,verb,6
pertinente_adjective,pertinent,pertinente,B2,adjective,8
perturbador_adjective,disturbing,perturbador,B2,adjective,6
perturbar_verb,to disturb,perturbar,B1,verb,7
perímetro_noun,perimeter,perímetro,B1,noun,7
periodo_noun,period,período,B1,noun,4
período_de_prueba_noun,probationary period,período de prueba,B2,noun,9
pesadilla_noun,nightmare,pesadilla,B1,noun,6
pesado_adjective,heavy,pesado,A2,adjective,5
pesar_verb,to weigh,pesar,B1,verb,7
pesca_noun,fishing,pesca,B1,noun,6
pescadería_noun,fish shop,pescadería,A2,noun,5
pescado_noun,fish,pescado,A1,noun,5
pescador_noun,fisherman,pescador,B1,noun,8
pescar_verb,to fish,pescar,A2,verb,5
pesimismo_noun,pessimism,pesimismo,B1,noun,9
pesimista_adjective,pessimistic,pesimista,A2,adjective,8
peso_noun,weight,peso,A2,noun,4
peso_libre_noun,free weight,peso libre,B1,noun,4
pesqué_noun,caught,pesqué,A2,noun,5
pestaña_noun,eyelash,pestaña,B1,noun,9
pesticida_noun,pesticide,pesticida,B2,noun,8
petición_noun,petition,petición,B1,noun,6
petroleo_noun,oil/petroleum,petróleo,A2,noun,4
pez_noun,fish,pez,A1,noun,5
peñasco_noun,crag,peñasco,B2,noun,9
peñón_noun,rock,peñón,B1,noun,4
peón_noun,laborer,peón,B2,noun,9
phishing_noun,phishing,phishing,B2,noun,9
pianista_noun,pianist,pianista,B1,noun,8
piano_noun,piano,piano,A2,noun,6
picadura_noun,bite,picadura,B1,noun,6
picante_adjective,spicy,picante,A2,adjective,7
picar_verb,to chop/sting,picar,A2,verb,7
picnic_noun,picnic,picnic,A2,noun,7
pico_noun,peak,pico,B1,noun,5
picor_noun,itch,picor,B1,noun,8
pidiendo_noun,wanting,pidiendo,B1,noun,6
pie_noun,foot,pie,A1,noun,5
piedra_noun,stone,piedra,A2,noun,5
piel_noun,skin,piel,A2,noun,5
piel_de_gallina_phrase,goosebumps,piel de gallina,B1,phrase,8
pienses_noun,expect,pienses,B1,noun,4
pierna_noun,leg,pierna,A1,noun,5
pieza_noun,part,pieza,A2,noun,3
pigmento_noun,pigment,pigmento,B2,noun,8
pijama_noun,pajamas,pijama,A2,noun,8
pijamada_noun,sleepover,pijamada,B1,noun,9
pila_noun,lots,pila,A2,noun,5
pilates_noun,pilates,pilates,B1,noun,8
pilotar_verb,to pilot,pilotar,B2,verb,5
piloto_noun,pilot,piloto,A2,noun,5
pimentero_noun,pepper shaker,pimentero,B1,noun,8
pimentón_noun,paprika,pimentón,B1,noun,9
pimienta_noun,pepper,pimienta,B1,noun,6
pimiento_noun,pepper,pimiento,B1,noun,6
pincel_noun,paintbrush,pincel,A2,noun,9
pinchadiscos_noun,DJ,pinchadiscos,B1,noun,6
pinchar_una_llanta_phrase,get a flat tire,pinchar una llanta,B1,phrase,6
pincho_noun,snack on bread,pincho,A2,noun,7
pinchos_morunos_noun,pork skewers,pinchos morunos,B1,noun,9
ping_noun,ping,ping,B2,noun,7
pingüino_noun,penguin,pingüino,B1,noun,7
pintar_verb,to paint,pintar,A2,verb,5
pintor_noun,painter,pintor,A2,noun,7
pintor_de_paredes_noun,house painter,pintor de paredes,B1,noun,7
pintura_noun,painting,pintura,B1,noun,5
pintura_en_spray_noun,spray paint,pintura en spray,B2,noun,6
pionero_adjective,pioneering,pionero,B2,adjective,7
piragüismo_noun,canoeing,piragüismo,B2,noun,9
piratería_noun,piracy,piratería,B2,noun,7
piroclasto_noun,pyroclast,piroclasto,B2,noun,10
pirámide_noun,pyramid,pirámide,B1,noun,7
pirámide_demográfica_noun,population pyramid,pirámide demográfica,B2,noun,7
piscina_noun,swimming pool,piscina,A2,noun,6
piscina_comunitaria_noun,community pool,piscina comunitaria,B1,noun,5
piso_noun,floor/apartment,piso,A2,noun,5
pista_noun,clue,pista,A2,noun,6
pista_de_atletismo_noun,athletics track,pista de atletismo,B1,noun,7
pista_de_baile_phrase,dance floor,pista de baile,B1,phrase,5
pistacho_noun,pistachio,pistacho,B1,noun,9
pisto_noun,ratatouille,pisto,B2,noun,9
pixelado_adjective,pixelated,pixelado,B2,adjective,9
pizarra_noun,slate,pizarra,B2,noun,7
pizarrón_noun,chalkboard,pizarrón,B1,noun,9
pizza_noun,pizza,pizza,A1,noun,6
piña_noun,pineapple,piña,A2,noun,7
placentero_noun,pleasant,placentero,B1,noun,6
placer_noun,pleasure,placer,B1,noun,5
plaga_noun,pest,plaga,B1,noun,7
plagiar_verb,to plagiarize,plagiar,B2,verb,9
plagio_noun,plagiarism,plagio,B2,noun,8
plan_noun,planned,plan,A2,noun,5
plan_de_estudios_noun,study plan,plan de estudios,B2,noun,4
plan_de_negocio_noun,business plan,plan de negocio,B2,noun,4
plan_de_pensiones_noun,pension plan,plan de pensiones,B2,noun,6
plancton_vegetal_noun,phytoplankton,plancton vegetal,B2,noun,9
planeador_noun,glider,planeador,B2,noun,8
planear_verb,to plan,planear,A2,verb,4
planeta_noun,planet,planeta,B1,noun,5
planificación_noun,planning,planificación,B1,noun,5
planificación_urbana_noun,urban planning,planificación urbana,B2,noun,5
plano_noun,blueprint,plano,B1,noun,8
planta_baja_noun,ground floor,planta baja,A2,noun,5
planta_de_hospital_noun,hospital ward,planta de hospital,B1,noun,6
planta_de_reciclaje_noun,recycling plant,planta de reciclaje,B2,noun,7
planta_del_pie_noun,sole of the foot,planta del pie,B1,noun,6
plantar_verb,to plant,plantar,A2,verb,5
plantear_verb,to pose/raise,plantear,B1,verb,6
plaqueta_noun,platelet,plaqueta,B2,noun,9
plasma_noun,plasma,plasma,B2,noun,7
plasma_sanguíneo_noun,blood plasma,plasma sanguíneo,B2,noun,7
plasmar_verb,to capture/express,plasmar,B1,verb,6
plata_noun,silver,plata,A2,noun,5
plataforma_noun,platform,plataforma,B1,noun,5
plataforma_de_streaming_noun,streaming platform,plataforma de streaming,B1,noun,6
plataforma_petrolífera_noun,oil rig,plataforma petrolífera,B2,noun,7
plateado_adjective,silver,plateado,B2,adjective,5
platino_noun,platinum,platino,B2,noun,6
plato_noun,dish,plato,A2,noun,6
plato_de_postre_noun,dessert plate,plato de postre,A2,noun,7
plato_hondo_noun,soup bowl,plato hondo,A2,noun,6
plato_llano_noun,dinner plate,plato llano,A2,noun,5
playa_noun,beach,playa,A1,noun,5
plaza_noun,plaza,plaza,A2,noun,7
plaza_mayor_noun,main square,plaza mayor,A2,noun,5
plazo_noun,deadline/term,plazo,B1,noun,6
plazo_fijo_noun,fixed-term deposit,plazo fijo,B2,noun,6
pleno_adjective,full,pleno,A2,adjective,3
plomero_noun,plumber,plomero,B2,noun,8
plomo_noun,lead,plomo,B2,noun,4
pluralismo_noun,pluralism,pluralismo,B2,noun,9
plusvalía_noun,capital gain,plusvalía,B2,noun,5
plástica_noun,art class,plástica,A2,noun,4
plastico_noun,plastic,plástico,A2,noun,5
plátano_noun,banana,plátano,B1,noun,6
plática_noun,chat,plática,B1,noun,5
población_noun,population,población,B1,noun,4
poblar_verb,to populate,poblar,B2,verb,9
pobre_adjective,poor,pobre,A2,adjective,4
pobreza_adjective,poor quality,pobreza,B1,adjective,4
poco_adjective,little/few,poco,A1,adjective,3
poco_a_poco_adverb,little by little,poco a poco,A2,adverb,3
poco_antes_adverb,shortly before,poco antes,B1,adverb,6
poco_común_phrase,rare,poco común,B1,phrase,5
poco_después_adverb,shortly after,poco después,B1,adverb,6
poco_fiable_adjective,unreliable,poco fiable,B1,adjective,7
poda_noun,pruning,poda,B2,noun,8
podcaster_noun,podcaster,podcaster,B2,noun,9
poder_verb,to be able/can,poder,A1,verb,4
poderoso_adjective,powerful,poderoso,B2,adjective,5
podio_noun,podium,podio,B1,noun,7
podrido_adjective,rotten,podrido,B2,adjective,7
podría_haber_phrase,he/she could have,podría haber,B1,phrase,2
poema_noun,poem,poema,A2,noun,6
poesía_noun,poetry,poesía,B1,noun,6
poeta_noun,poet,poeta,A2,noun,6
polar_adjective,polar,polar,B2,adjective,7
polarizar_verb,to polarize,polarizar,B2,verb,9
policultivo_noun,polyculture,policultivo,B2,noun,10
policia_noun,police officer,policía,A2,noun,4
polideportivo_noun,sports center,polideportivo,B1,noun,5
poliestireno_noun,polystyrene,poliestireno,B2,noun,9
polilla_noun,moth,polilla,B2,noun,7
polinización_noun,pollination,polinización,B2,noun,9
polinizador_noun,pollinator,polinizador,B2,noun,9
polipropileno_noun,polypropylene,polipropileno,B2,noun,9
poliuretano_noun,polyurethane,poliuretano,B2,noun,9
poliéster_noun,polyester,poliéster,B1,noun,8
pollo_noun,chicken,pollo,A1,noun,5
polo_norte_noun,North Pole,polo norte,B1,noun,6
polo_sur_noun,South Pole,polo sur,B1,noun,6
polvo_noun,powder,polvo,A2,noun,6
polemica_noun,polemic,polémica,B1,noun,9
polígono_noun,polygon,polígono,B2,noun,8
polígono_industrial_noun,industrial estate,polígono industrial,B2,noun,5
polímero_noun,polymer,polímero,B2,noun,7
política_adjective,political,política,B1,adjective,4
política_fiscal_noun,fiscal policy,política fiscal,B2,noun,6
política_monetaria_noun,monetary policy,política monetaria,B2,noun,6
político_adjective,politician,político,B1,adjective,6
pomada_noun,ointment,pomada,A2,noun,9
poncho_noun,poncho,poncho,B1,noun,9
ponderar_verb,to ponder,ponderar,B2,verb,8
poner_verb,to put,poner,A1,verb,3
poner_la_mesa_phrase,set the table,poner la mesa,B1,phrase,4
ponerme_noun,to put on,ponerme,B1,verb,3
ponerse_verb,to put on/become,ponerse,A2,verb,3
ponerse_a_phrase,getting,ponerse a,B1,phrase,3
ponerse_al_día_phrase,catch up,ponerse al día,B1,phrase,5
ponerse_de_acuerdo_phrase,agree,ponerse de acuerdo,B1,phrase,5
ponerte_noun,to put on,ponerte,B1,verb,3
pongamos_por_caso_adverb,let's say,pongamos por caso,B1,adverb,4
pongan_noun,put in!,pongan,A2,noun,3
poni_noun,pony,poni,A2,noun,7
poniéndola_noun,putting it,poniéndola,B1,noun,5
pop_noun,pop,pop,A2,noun,5
popular_adjective,popular,popular,A2,adjective,4
popularidad_noun,popularity,popularidad,B1,noun,6
populismo_noun,populism,populismo,B2,noun,8
poquito_noun,little,poquito,B1,noun,3
por_preposition,for/by,por,A1,preposition,1
por_anticipado_phrase,in advance,por anticipado,B1,phrase,5
por_aquel_entonces_adverb,back then,por aquel entonces,B1,adverb,2
por_casualidad_adverb,by chance,por casualidad,B1,adverb,4
por_ciento_phrase,percent,por ciento,B1,phrase,4
por_cierto_phrase,by the way,por cierto,B1,phrase,2
por_completo_phrase,completely,por completo,B1,phrase,4
por_consiguiente_adverb,consequently,por consiguiente,B2,adverb,7
por_cuenta_propia_adverb,on one's own account,por cuenta propia,B1,adverb,6
por_debajo_de_preposition,below,por debajo de,B1,preposition,4
por_decirlo_de_adverb,so to speak,por decirlo de algún modo,B2,adverb,4
por_dentro_phrase,on the inside,por dentro,B1,phrase,4
por_dónde_phrase,how,por dónde,B1,phrase,2
por_ejemplo_adverb,for example,por ejemplo,A1,adverb,4
por_el_momento_adverb,for now,por el momento,A2,adverb,2
por_encima_de_preposition,above,por encima de,B1,preposition,4
por_ende_adverb,therefore,por ende,B2,adverb,5
